,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
1535,Knack,Normal as the Next Guy,A World Of My Own,,255.21587,9,0.757,1,0.794,-6.778,138.378,4,0.798,0.257,389.0,59.0,35.0,31.0,17.0,112.0,7.0,39.0,54.0,6.0,6.0,0.0
1536,La Portuaria,Rio,Down On The Corner,,155.03628,4,0.569,1,0.51,-6.611,99.901,4,1.0,0.247,165.0,89.0,28.0,67.0,42.0,22.0,16.0,43.0,25.0,15.0,50.0,44.0
1537,Mulberry Lane,Snug,Come Dance With Me,,169.58649,0,0.585,1,0.518,-4.333,148.012,4,0.142,0.0,444.0,45.0,32.0,8.0,15.0,32.0,5.0,70.0,2.0,1.0,1.0,2.0
1538,Liars,Drums Not Dead,A Visit From Drum,LA / NYC,259.05587,11,0.202,0,0.533,-8.977,126.46,4,0.0,0.0,370.0,191.0,62.0,126.0,85.0,49.0,121.0,18.0,7.0,3.0,25.0,0.0
1539,Tom Barabas,Tom Barabas Live,More Than Words,,276.79302,7,0.527,1,0.697,-22.645,138.83,1,0.0,0.38,384.0,15.0,83.0,25.0,47.0,60.0,6.0,161.0,8.0,65.0,0.0,14.0
1540,Modeselektor,In Loving Memory,We Do It Too,,385.2273,1,0.06,1,0.273,-6.965,94.005,4,0.704,0.0,594.0,163.0,103.0,119.0,134.0,251.0,55.0,81.0,172.0,90.0,113.0,29.0
1541,Naseebo Lal_ Arif Lohar,Taqdeer Dee Pencil,Mar gaye te sada naal,,1037.68771,11,0.623,0,0.53,-11.368,147.347,4,0.749,0.0,1196.0,886.0,404.0,473.0,430.0,231.0,313.0,395.0,203.0,121.0,173.0,114.0
1542,Chris Brown,Talking Drum,Talking Drum (Isea '95),"Fairfax, California",99.3171,2,0.395,1,0.341,-20.575,204.064,1,0.0,0.0,162.0,144.0,26.0,27.0,38.0,23.0,21.0,17.0,14.0,20.0,26.0,4.0
1543,DJ Taz,Worldwide,C.O.G. To The ATL,,348.02893,4,0.0,0,0.118,-8.963,92.012,4,0.754,12.394,589.0,285.0,67.0,38.0,36.0,16.0,18.0,56.0,16.0,17.0,63.0,150.0
1544,Gabriel Yared,Azur et Asmar,La clé parfumée,"Beirut, Lebanon",53.31546,6,0.21,0,0.433,-23.155,79.685,4,0.618,2.026,75.0,12.0,7.0,10.0,1.0,4.0,5.0,9.0,2.0,0.0,2.0,0.0
1545,Starless & Bible Black,Starless & Bible Black,Hermione,,189.43955,2,0.414,1,0.524,-9.215,118.66,1,0.0,0.243,438.0,17.0,102.0,29.0,14.0,12.0,1.0,48.0,1.0,5.0,0.0,0.0
1546,Gustavo A. Santaolalla,Ronroco,La Vuelta,"Buenos Aires, Argentina",186.5922,4,0.611,0,0.53,-15.45,159.502,3,1.0,0.148,210.0,24.0,60.0,50.0,65.0,49.0,4.0,107.0,8.0,18.0,3.0,6.0
1547,Widespread Bloodshed,Split CD,Wepons Of Mass Deception (Album),,49.94567,10,0.467,0,0.266,-2.182,174.865,4,0.297,0.0,27.0,15.0,15.0,9.0,9.0,13.0,8.0,7.0,12.0,2.0,7.0,2.0
1548,Billie Jo Spears,The Ultimate Collection,Lizzie And The Rain Man,"Beaumont, TX",212.32281,0,0.615,1,0.596,-11.51,174.437,4,0.0,0.0,251.0,52.0,85.0,80.0,54.0,76.0,18.0,92.0,6.0,30.0,7.0,8.0
1549,Smut Peddlers,1993-1994 The Demos,Chicken Strips (THE DEMOS version),,87.11791,11,0.568,0,0.531,-6.076,116.837,1,0.0,0.073,94.0,60.0,22.0,13.0,20.0,22.0,19.0,11.0,6.0,10.0,25.0,9.0
1550,Afrob feat. Sarah,Der Letzte seiner Art,Gief Konjunkturpaket VI,,258.19383,2,0.886,1,0.668,-5.319,180.327,1,0.538,0.183,250.0,224.0,139.0,93.0,74.0,46.0,65.0,57.0,72.0,48.0,16.0,2.0
1551,Shinehead,The Real Rock,The Real Rock,"London, England",250.85342,2,0.481,1,0.533,-12.439,168.935,4,0.748,0.223,178.0,433.0,108.0,35.0,47.0,116.0,82.0,74.0,27.0,35.0,18.0,3.0
1552,Diesel Boy,Rode Hard and Put Away Wet,Pocket Full Of Stars,"Santa Rosa, California",152.65914,2,0.508,1,0.563,-3.478,181.748,1,0.0,0.0,139.0,40.0,40.0,25.0,27.0,87.0,12.0,46.0,24.0,24.0,22.0,19.0
1553,Eminem,The Marshall Mathers LP,The Way I Am,"St. Joseph, MO",289.30567,7,0.507,1,0.507,-2.973,174.69,4,0.849,2.02,742.0,249.0,69.0,50.0,37.0,36.0,26.0,37.0,44.0,87.0,12.0,120.0
1554,Milo,Electric Moments,Back Into Business,"Champaign-Urbana, IL",232.38485,11,0.071,0,0.393,-5.631,85.326,5,0.908,0.078,352.0,132.0,57.0,129.0,130.0,28.0,40.0,140.0,8.0,5.0,16.0,41.0
1555,Ol' Dirty Bastard,Return To The 36 Chambers: The Dirty Version,Hippa To Da Hoppa [Explicit Version],"Brooklyn, New York",181.62893,5,0.002,1,0.061,-14.808,96.22,4,0.479,0.0,336.0,118.0,93.0,61.0,7.0,24.0,7.0,5.0,47.0,72.0,5.0,18.0
1556,The Lord Weird Slough Feg,Down Among the Deadmen,Beast In the Broch,California - SF,106.60526,10,0.028,1,0.626,-9.104,93.594,3,1.0,0.345,125.0,18.0,47.0,31.0,14.0,48.0,1.0,25.0,1.0,12.0,0.0,0.0
1557,Six Brown Brothers,Trax Records: Acid Classics,Battery Acid,,257.95873,4,0.0,1,0.0,-11.401,124.487,4,1.0,0.148,227.0,405.0,324.0,240.0,178.0,40.0,32.0,30.0,5.0,2.0,3.0,6.0
1558,Eddie Jones,Guitar Boogie Fever,Perfidia,"Greenwood, MS",114.93832,0,0.497,1,0.535,-8.667,164.52,1,0.0,0.374,128.0,53.0,37.0,46.0,50.0,43.0,13.0,33.0,30.0,25.0,17.0,10.0
1559,Audio Adrenaline,Hit Parade: The Greatest Hits,Will Not Fade  (Hit Parade Album Version (new Song)),,229.01506,4,0.492,0,0.389,-4.774,87.899,4,0.862,0.0,285.0,122.0,84.0,63.0,33.0,65.0,53.0,41.0,30.0,14.0,5.0,2.0
1560,Pacha Massive,If You Want it,Just Want To See Ya,"New York, NY",241.68444,0,0.328,0,0.357,-8.948,140.025,4,0.579,0.154,263.0,232.0,139.0,84.0,43.0,65.0,49.0,42.0,23.0,47.0,39.0,6.0
1561,Gob,The World According To Gob,No Regrets,,153.33832,4,0.258,1,0.319,-5.92,133.986,4,0.0,0.0,126.0,107.0,60.0,26.0,31.0,60.0,18.0,29.0,28.0,35.0,26.0,12.0
1562,Zuma,Joy In The City,Inferior (Late Night Version),,266.00444,7,0.339,1,0.51,-8.147,119.996,4,0.654,0.235,324.0,214.0,121.0,35.0,37.0,29.0,26.0,163.0,223.0,214.0,78.0,40.0
1563,Nick Conolly,Black & White TV With The Sound Turned Low,Pseudoephedrine,,307.51302,4,0.421,0,0.531,-17.83,164.698,4,0.026,0.0,389.0,103.0,98.0,107.0,111.0,59.0,31.0,92.0,24.0,36.0,7.0,22.0
1564,Rupa & the April Fishes,Hear Globally: A Cumbancha Collection,C'est Moi,,251.76771,11,0.996,1,0.78,-8.592,165.971,4,0.53,0.0,233.0,121.0,50.0,54.0,58.0,149.0,31.0,34.0,12.0,39.0,44.0,56.0
1565,William Orbit,Best Of Strange Cargo,Love My Way,,159.11138,1,0.687,1,0.669,-20.142,98.823,7,0.858,0.287,141.0,11.0,31.0,6.0,8.0,46.0,1.0,13.0,7.0,8.0,2.0,0.0
1566,Vitamin C,Vitamin C,About Last Night (LP Version),,241.03138,2,0.029,1,0.154,-6.297,96.989,4,0.553,0.094,267.0,194.0,146.0,64.0,72.0,100.0,90.0,62.0,64.0,43.0,18.0,7.0
1567,The Black Crowes,Live,Girl From A Pawnshop,"Atlanta, GA",404.58404,7,0.417,1,0.544,-8.087,119.713,4,0.0,0.0,492.0,84.0,124.0,59.0,67.0,40.0,26.0,90.0,19.0,39.0,22.0,34.0
1568,Freddie King,Woman Across The River (World),Boogie Man,"Gilmer, TX",226.06322,11,0.462,1,0.355,-14.977,135.951,1,0.014,0.369,222.0,60.0,68.0,176.0,30.0,75.0,23.0,35.0,9.0,8.0,104.0,13.0
1569,Amoral,Show Your Colors,Perfection Design,"Helsinki, Finland",238.94159,0,0.589,1,0.572,-3.394,139.977,4,0.0,0.309,204.0,87.0,57.0,81.0,52.0,65.0,41.0,50.0,14.0,23.0,33.0,17.0
1570,Steve Vai,Where The Wild Things Are,Angel Food,"Carle Place, New York",383.29424,4,0.459,1,0.112,-12.338,147.83,1,0.0,0.0,597.0,151.0,124.0,190.0,181.0,78.0,33.0,88.0,29.0,25.0,32.0,26.0
1571,K's Choice,Paradise In Me,My Record Company,,222.30159,4,0.389,1,0.403,-7.3,161.456,4,0.28,0.531,311.0,40.0,48.0,15.0,8.0,72.0,4.0,19.0,4.0,6.0,9.0,40.0
1572,Rickie Lee Jones,Naked Songs Live And Acoustic,Coolsville (Live Acoustic Version),"Chicago, IL",308.92363,9,0.397,1,0.521,-18.105,60.757,3,0.844,0.0,208.0,84.0,89.0,55.0,19.0,43.0,16.0,43.0,30.0,57.0,38.0,10.0
1573,Nine Inch Nails,The Downward Spiral - Deluxe Edition,Memorabilia,"Cleveland, OH",441.96526,10,0.593,0,0.562,-6.962,133.903,3,0.312,0.102,338.0,339.0,119.0,122.0,77.0,93.0,67.0,54.0,117.0,212.0,327.0,99.0
1574,The Fabulous Thunderbirds,Tacos Deluxe,I Can't Quit You Baby (Live) [Never Released],"Austin, TX",342.20363,0,0.123,1,0.556,-9.573,92.742,7,0.804,0.31,334.0,189.0,105.0,97.0,90.0,130.0,49.0,57.0,28.0,43.0,18.0,20.0
1575,Wang Chung,80s Triple Set,Dance Hall Days,,234.762,0,0.901,1,0.692,-12.455,205.245,4,0.498,0.27,344.0,108.0,77.0,43.0,70.0,131.0,82.0,71.0,15.0,36.0,25.0,33.0
1576,Tex Williams,Smokin' Hits,Smoke! Smoke! Smoke! (That Cigarette),"Ramsey, Fayette County, IL",181.08036,9,0.569,1,0.54,-26.997,142.398,4,1.0,0.0,150.0,84.0,93.0,103.0,54.0,73.0,46.0,38.0,46.0,29.0,11.0,8.0
1577,Foo Fighters,Razor,Razor,"Seattle, WA",287.99955,2,0.726,1,0.781,-16.372,126.986,1,0.0,0.334,355.0,153.0,71.0,30.0,37.0,26.0,20.0,70.0,35.0,28.0,5.0,0.0
1578,Faithless,Insomnia - The Best Of,Six,"London, England",142.52363,5,0.354,0,0.287,-10.596,229.808,4,1.0,0.143,333.0,121.0,36.0,31.0,28.0,59.0,9.0,20.0,9.0,14.0,62.0,7.0
1579,Jo Privat,Dansez Avec Jo Privat,Sous Les Ponts De Paris (Valse),,148.74077,0,0.64,1,0.727,-7.551,98.681,3,0.948,0.421,206.0,46.0,56.0,43.0,59.0,46.0,20.0,49.0,11.0,40.0,19.0,5.0
1580,Marion Harris,The Age Of Style - Hits of the 30s,Would You Like To Take A Walk?,Indiana,163.39546,10,0.884,1,0.581,-20.524,128.601,1,0.278,0.286,143.0,97.0,60.0,41.0,25.0,37.0,16.0,25.0,10.0,11.0,14.0,3.0
1581,Gus Viseur,50 Reasons To Love Paris,Le Bal Du P'tit Jardin,,128.93995,8,0.411,1,0.501,-16.683,206.454,4,0.148,0.728,192.0,65.0,70.0,42.0,42.0,35.0,21.0,52.0,34.0,3.0,8.0,10.0
1582,Willie Bobo,Lost and Found,A Little Tear,"New York, NY [Spanish Harlem]",416.44363,1,0.587,1,0.66,-17.518,147.055,1,0.0,0.0,699.0,141.0,90.0,52.0,56.0,78.0,52.0,63.0,38.0,55.0,22.0,11.0
1583,Ice Cube,The Predator (World) (Explicit),When Will They Shoot? (Explicit),"Los Angeles, CA",276.03546,0,0.681,1,0.359,-2.98,95.684,4,0.566,0.0,437.0,375.0,145.0,58.0,74.0,41.0,41.0,28.0,10.0,11.0,5.0,4.0
1584,Rick Astley,Portrait,Close To You,"Newton-le-Willows, Merseyside, England",184.55465,7,0.046,1,0.336,-8.7,86.971,4,0.441,0.27,235.0,169.0,83.0,56.0,22.0,67.0,18.0,22.0,12.0,9.0,12.0,1.0
1585,Hot Chip,Made In The Dark,Hold On,London,381.17832,7,0.455,1,0.528,-6.36,134.5,4,0.477,0.0,405.0,180.0,246.0,148.0,122.0,133.0,121.0,141.0,30.0,168.0,200.0,6.0
1586,US Coast Guard Band,Pass In Review,Independentia,,207.93424,0,0.344,0,0.564,-12.407,115.449,4,0.529,0.0,237.0,66.0,71.0,65.0,37.0,63.0,18.0,21.0,47.0,2.0,10.0,0.0
1587,Lollipop Lust Kill,My So Called Knife,Bury You,,265.61261,10,0.058,0,0.158,-5.145,153.211,7,0.0,0.0,236.0,190.0,59.0,53.0,59.0,66.0,52.0,65.0,20.0,38.0,74.0,45.0
1588,Bill Douglas,Universe One,Highland,,201.9522,5,0.29,1,0.575,-13.214,138.213,4,0.0,0.184,367.0,16.0,109.0,18.0,47.0,142.0,9.0,123.0,7.0,35.0,0.0,11.0
1589,Los Fabulosos Cadillacs,Vasos Vacios,Matador,Buenos Aires.,273.78893,4,0.285,0,0.27,-10.27,193.575,1,0.0,0.328,455.0,265.0,97.0,79.0,81.0,57.0,66.0,45.0,82.0,140.0,79.0,29.0
1590,Michael Bloomfield,Bloomfield-A Retrospective,You're Killing My Love,,310.59546,4,0.818,1,0.508,-10.091,153.086,4,0.675,0.0,255.0,126.0,101.0,150.0,47.0,135.0,36.0,29.0,43.0,16.0,36.0,23.0
1591,Chariots,Daybreak,Ghosts,,162.69016,2,0.597,0,0.497,-4.347,98.085,7,0.741,0.0,77.0,36.0,20.0,11.0,21.0,15.0,8.0,7.0,11.0,18.0,33.0,15.0
1592,Mudhoney,Live At El Sol,It Is Us,"Seattle, WA",211.87873,4,0.535,0,0.674,-4.309,152.457,4,0.143,0.0,210.0,45.0,24.0,25.0,32.0,34.0,14.0,22.0,3.0,6.0,2.0,34.0
1593,Apache Indian,The Best Of,Badd Indian,,273.18812,8,0.377,0,0.385,-9.722,95.986,4,0.715,2.247,470.0,195.0,42.0,172.0,90.0,153.0,59.0,51.0,63.0,59.0,38.0,7.0
1594,J. Karjalainen & Mustat Lasit,Lumipallo,Keinu Kanssani (2003 Digital Remaster),,223.11138,2,0.826,0,0.718,-7.242,94.18,4,0.767,0.0,188.0,125.0,75.0,96.0,41.0,84.0,67.0,26.0,76.0,55.0,44.0,3.0
1595,Kari Tapio,Viimeiseen pisaraan,Rakkauden veteraani,,224.7571,5,0.387,1,0.52,-8.419,103.244,4,1.0,0.335,278.0,82.0,58.0,23.0,29.0,85.0,7.0,39.0,26.0,24.0,22.0,8.0
1596,Mink DeVille,Cabretta,She's So Tough,"New York, NY",166.03383,9,0.12,0,0.203,-13.589,109.057,4,0.0,0.462,220.0,39.0,85.0,29.0,37.0,13.0,10.0,60.0,3.0,43.0,1.0,1.0
1597,John Frizzell,Beavis and Butt-Head Do America,DEFCON 4,,108.85179,7,0.096,1,0.413,-20.373,176.756,4,0.617,0.392,92.0,35.0,23.0,8.0,14.0,15.0,10.0,16.0,11.0,4.0,2.0,2.0
1598,Steve Chou,Lian Ren Chuang Shi Ji,Wo Men De Fei Leng Cui,,214.93506,7,0.599,1,0.646,-12.626,66.931,4,0.457,0.0,144.0,29.0,151.0,36.0,29.0,33.0,11.0,40.0,8.0,50.0,2.0,9.0
1599,Bob Carlisle,Stories From The Heart,Somewhere,,326.16444,0,0.325,1,0.466,-8.278,141.379,4,0.668,0.0,460.0,121.0,100.0,46.0,49.0,70.0,25.0,24.0,18.0,19.0,10.0,30.0
1600,Cantara,Cantara,Ubi Caritas,,286.58893,4,0.775,0,0.624,-9.134,139.963,3,0.302,0.327,509.0,33.0,166.0,43.0,64.0,44.0,11.0,68.0,5.0,35.0,5.0,3.0
1601,GWAR,Ragnarock,Surf of Syn,Antarctica,261.79873,8,0.01,1,0.235,-7.51,200.199,4,0.318,0.357,285.0,102.0,250.0,94.0,45.0,48.0,40.0,67.0,41.0,33.0,57.0,45.0
1602,Mongo Santamaria,Mongo Returns!,Hush,"Havana, Cuba [Jesus Maria]",366.70649,5,0.445,0,0.396,-11.257,175.613,1,0.0,2.148,629.0,174.0,181.0,122.0,158.0,203.0,91.0,140.0,58.0,41.0,31.0,16.0
1603,Bert Kaempfert And His Orchestra,Love Letters,Let's Go Home,,165.61587,4,0.515,1,0.448,-12.831,111.868,1,0.0,3.181,142.0,45.0,58.0,46.0,27.0,63.0,11.0,27.0,16.0,5.0,10.0,8.0
1604,Vincenzo Bellini,Norma,Bellini: Norma: Vanne_ e li cela entrambi,"Catania, Italy",244.61016,10,0.248,1,0.249,-20.819,117.772,5,0.811,0.0,281.0,175.0,72.0,29.0,49.0,51.0,9.0,20.0,19.0,32.0,21.0,17.0
1605,Ronnie Milsap,Inside Ronnie Milsap,Wrong End Of The Rainbow,"Robbinsville, NC",242.70322,2,0.795,1,0.691,-13.558,69.704,1,0.0,0.334,348.0,33.0,59.0,25.0,24.0,48.0,2.0,38.0,4.0,10.0,1.0,0.0
1606,Jimmy Wakely,Christmas On The Range,If Santa Claus Could Bring You Back To Me,"Mineola, AR",159.242,0,0.803,1,0.62,-17.896,114.028,3,0.664,0.34,110.0,48.0,51.0,45.0,44.0,29.0,17.0,30.0,4.0,7.0,1.0,5.0
1607,Christian Quast,You Are! Remix Box,You Are!,,409.91302,1,0.342,1,0.379,-12.066,124.988,4,0.958,0.485,625.0,171.0,40.0,115.0,116.0,18.0,41.0,211.0,107.0,31.0,89.0,376.0
1608,James Scott Skinner,The Strathspey King,Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,"Aberdeen, Scotland",149.2371,2,1.0,1,1.0,-21.63,152.363,4,0.087,2.299,195.0,49.0,56.0,25.0,19.0,48.0,15.0,88.0,17.0,11.0,6.0,1.0
1609,Evolution,Shiva Technology,Peyote,Sofia,436.21832,6,0.252,0,0.466,-9.783,137.971,4,0.753,0.38,492.0,176.0,198.0,252.0,41.0,79.0,64.0,290.0,421.0,191.0,96.0,99.0
1610,Theodor Zox,What's in a number EP,What's in a number & Feed me lies remixes,,353.17506,10,0.334,0,0.421,-11.005,125.009,4,0.91,4.545,403.0,620.0,269.0,113.0,109.0,104.0,101.0,151.0,186.0,70.0,11.0,0.0
1611,Mix Mob,So Cal Drunks,Intro: The Dragon,,24.0322,1,0.0,1,0.0,-14.38,161.26,3,0.645,0.348,18.0,18.0,9.0,7.0,9.0,5.0,5.0,6.0,7.0,1.0,3.0,1.0
1612,Erja Lyytinen,Voracious Love,Soul Of A Man,,111.80363,7,1.0,1,1.0,-13.411,91.76,4,0.774,0.461,136.0,18.0,34.0,38.0,35.0,30.0,6.0,26.0,3.0,5.0,2.0,5.0
1613,Cake,Prolonging the Magic,Alpha Beta Parking Lot,,210.07628,2,0.179,1,0.339,-8.522,189.616,4,0.461,0.194,281.0,91.0,69.0,55.0,59.0,81.0,48.0,69.0,17.0,46.0,8.0,15.0
1614,Between The Buried And Me,The Anatomy Of,Geek USA (Album Version),"Charlotte, NC",325.11955,6,0.491,1,0.395,-5.094,126.773,4,0.57,0.479,342.0,104.0,45.0,68.0,46.0,121.0,44.0,84.0,15.0,12.0,51.0,16.0
1615,Gustavo Cerati,Siempre Es Hoy/Reversiones,Amo Dejarte Asi,,237.68771,6,0.102,0,0.294,-10.906,94.009,4,0.747,0.264,445.0,68.0,52.0,61.0,17.0,141.0,62.0,28.0,50.0,9.0,68.0,9.0
1616,LORE,The Exponential Truth,Pluvialus,,423.07873,0,0.515,1,0.691,-13.818,135.599,3,0.559,4.725,670.0,42.0,74.0,33.0,73.0,35.0,30.0,96.0,8.0,15.0,7.0,12.0
1617,Goldfinger,Stomping Ground,Forgiveness,"Miami, Florida",204.25098,7,0.414,1,0.481,-5.145,168.459,4,0.382,0.142,305.0,135.0,64.0,41.0,21.0,41.0,27.0,57.0,29.0,26.0,23.0,20.0
1618,The Embarrassment,Blister Pop,Song For Val,,78.75873,4,0.694,1,0.468,-6.893,186.501,1,0.075,0.0,82.0,28.0,12.0,26.0,22.0,20.0,9.0,24.0,21.0,17.0,8.0,33.0
1619,Tiny Bradshaw,The Way To Do It,The Train Kept A Rollin,"Youngstown, OH",165.35465,5,0.028,1,0.231,-8.299,153.3,4,1.0,0.142,117.0,113.0,55.0,72.0,53.0,33.0,35.0,21.0,33.0,23.0,14.0,2.0
1620,Latif,Love in the First,Luv In the First,,265.1424,9,0.524,0,0.479,-8.072,78.588,3,1.0,0.0,290.0,139.0,155.0,130.0,71.0,80.0,30.0,48.0,29.0,32.0,6.0,4.0
1621,Rickie Lee Jones,Flying Cowboys,Love Is Gonna Bring Us Back Alive,"Chicago, IL",291.57832,7,0.559,1,0.444,-19.544,189.524,4,0.0,0.102,347.0,111.0,140.0,91.0,94.0,92.0,104.0,75.0,54.0,82.0,17.0,24.0
1622,Otis Spann,The Complete Blue Horizon Sessions,Can't Do Me No Good,"Jackson, MS",141.24363,7,0.946,1,0.567,-10.401,86.296,4,0.0,0.955,178.0,76.0,36.0,38.0,44.0,70.0,54.0,32.0,12.0,14.0,9.0,5.0
1623,Jerry Goldsmith,The Sand Pebbles,Main Title,"Los Angeles, CA",169.1424,1,0.78,1,0.661,-23.815,138.308,4,0.298,2.363,214.0,16.0,8.0,15.0,8.0,10.0,1.0,21.0,4.0,4.0,8.0,4.0
1624,Matteo Bonfanti e i maledetti,Vinicio,Plaza de Mayo,,159.242,2,0.815,1,0.679,-9.909,186.549,4,0.636,0.096,235.0,100.0,69.0,49.0,47.0,43.0,47.0,103.0,44.0,7.0,22.0,16.0
1625,Naseebo Lal,Chithi Lae ke Kabootar Ja,Dil Naheen Lagda,,380.81261,0,0.574,1,0.488,-12.584,64.033,3,0.66,0.241,403.0,281.0,282.0,104.0,119.0,96.0,134.0,141.0,102.0,98.0,50.0,45.0
1626,Seal,Killer,Whirlpool [Live],"Paddington, London, England",279.74485,4,0.378,0,0.406,-9.86,187.566,4,0.57,0.681,270.0,102.0,120.0,75.0,85.0,61.0,23.0,88.0,32.0,34.0,19.0,32.0
1627,Tesla,Five Man Acoustical Jam,The Way It Is,,390.66077,7,0.851,1,0.739,-10.478,161.47,4,0.261,0.0,459.0,43.0,106.0,41.0,55.0,121.0,12.0,191.0,3.0,72.0,3.0,5.0
1628,Utopia,Swing To The Right,The Up,ITALY,248.71138,9,0.0,1,0.234,-9.95,150.209,1,0.112,0.0,180.0,187.0,83.0,85.0,46.0,63.0,38.0,40.0,23.0,22.0,23.0,16.0
1629,Der Plan,Perlen...,Frisch Verliebt,,163.63057,7,0.591,1,0.494,-13.01,146.143,3,0.493,0.328,137.0,87.0,115.0,35.0,36.0,41.0,14.0,39.0,22.0,80.0,14.0,25.0
1630,Eurythmics,Revenge,Missionary Man,"London, England",269.94893,5,0.412,0,0.398,-4.357,124.973,4,0.177,5.358,254.0,64.0,84.0,32.0,92.0,120.0,15.0,29.0,22.0,29.0,16.0,0.0
1631,Maurice Larcange,Maurice Larcange Au Zenith,La feria de San Cristobal (Live),,181.81179,7,0.801,1,0.873,-9.606,242.393,4,0.0,0.304,234.0,150.0,129.0,64.0,76.0,130.0,64.0,55.0,61.0,39.0,18.0,9.0
1632,A Perfect Murder,War Of Aggression,Within (Album Version),CA,202.23955,4,0.0,0,0.0,-5.099,146.013,1,0.075,0.0,240.0,159.0,34.0,71.0,39.0,18.0,78.0,106.0,4.0,7.0,35.0,15.0
1633,Michael Stanley Band,Heartland,Don't Stop The Music,,218.40934,9,0.527,1,0.446,-9.71,150.799,4,0.0,0.195,207.0,80.0,163.0,65.0,41.0,67.0,10.0,52.0,16.0,5.0,18.0,3.0
1634,Talvin Singh,True Chillout (3CD set),Traveller,"London, England",350.4322,10,0.642,0,0.552,-10.587,106.58,1,0.599,0.311,465.0,103.0,279.0,142.0,145.0,151.0,72.0,90.0,31.0,119.0,46.0,3.0
1635,Solomon,Solomon Vol. 2,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,New York,58.122,10,0.947,1,0.854,-35.702,137.387,4,1.0,1.715,42.0,5.0,12.0,10.0,8.0,15.0,0.0,6.0,19.0,0.0,11.0,0.0
1636,Curtis,Superstar Dog,Superstar Dog,,456.51546,11,0.561,0,0.545,-11.009,127.874,4,0.384,0.0,678.0,361.0,199.0,128.0,101.0,128.0,430.0,181.0,68.0,79.0,97.0,9.0
1637,Toby Emerson,Shock To The System,Rapture (Toby Emerson Dub) (Toby Emerson Dub),,397.42649,9,0.106,1,0.21,-5.045,131.045,4,0.0,0.0,447.0,252.0,93.0,187.0,56.0,78.0,66.0,241.0,315.0,7.0,116.0,7.0
1638,Deep Forest,Made In Japan,Madazulu,"Lille, Nord-Pas-de-Calais, France",301.06077,1,0.736,0,0.797,-8.688,133.392,3,0.775,2.786,282.0,224.0,40.0,79.0,63.0,86.0,50.0,55.0,74.0,54.0,76.0,67.0
1639,Tampa Red,Tampa Red Vol. 10 1938-1939,If I Had Known,"Smithville, GA",169.97832,10,0.47,1,0.518,-13.577,93.443,1,0.0,0.409,110.0,80.0,84.0,50.0,47.0,73.0,32.0,21.0,29.0,12.0,15.0,0.0
1640,Every Time I Die,The Big Dirty,Depressionista,"Buffalo, New York",148.92363,9,0.489,1,0.456,-4.912,95.611,4,0.335,0.078,159.0,114.0,43.0,20.0,34.0,23.0,44.0,63.0,13.0,7.0,11.0,10.0
1641,Lifer,Lifer,Boring,"Wilkes Barre, PA",228.62322,5,0.056,1,0.835,-4.739,104.587,4,0.711,0.078,318.0,190.0,39.0,33.0,48.0,31.0,48.0,84.0,27.0,30.0,27.0,11.0
1642,Bad Brains,Rock For Light,Riot Squad (1991 Digital Remaster),"Washington, D.C.",119.71873,5,0.865,0,0.745,-10.19,127.191,1,0.0,0.118,122.0,50.0,31.0,37.0,22.0,36.0,19.0,27.0,14.0,12.0,25.0,5.0
1643,The Dee Jays,The Dee Jays / Baby Talk - Best of,In The Midnight Hour,,195.10812,5,0.725,1,0.276,-6.586,118.355,4,0.364,0.183,256.0,22.0,22.0,46.0,35.0,102.0,13.0,24.0,27.0,35.0,50.0,6.0
1644,Diamond D,Diamond,Intro,Florida,52.79302,1,0.521,1,0.522,-13.149,146.852,3,0.347,2.479,29.0,31.0,33.0,10.0,14.0,9.0,16.0,7.0,6.0,7.0,1.0,9.0
1645,Corona,The Rhythm Of The Night,I Gotta Keep Dancing,,221.49179,7,0.313,1,0.468,-10.771,131.981,4,0.234,0.0,385.0,78.0,30.0,47.0,121.0,98.0,21.0,99.0,14.0,129.0,6.0,15.0
1646,The White Stripes,Icky Thump,Im Slowly Turning Into You,Nashville / Los Angeles,274.59873,7,0.791,1,0.593,-6.209,131.279,4,0.943,0.0,267.0,106.0,92.0,35.0,36.0,82.0,42.0,21.0,18.0,20.0,41.0,8.0
1647,2Fresh,2Fresh - Get It Started,Get It Started,,461.24363,8,0.548,1,0.608,-5.497,85.322,3,1.0,4.133,724.0,604.0,94.0,64.0,58.0,104.0,103.0,157.0,176.0,154.0,88.0,52.0
1648,Ndala Kasheba,African Grooves Vol.26,Marashi Ya Pemba,Tanzania,414.1971,7,0.968,1,0.704,-4.017,120.039,4,0.686,0.084,487.0,269.0,204.0,66.0,101.0,101.0,123.0,179.0,79.0,98.0,58.0,41.0
