,Unnamed: 0,MB Genre,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
1838,1838,contemporary jazz,Nestor Torres,Dances_ Prayers_ & Meditations For Peace,Rhumboso,"Miami, FL",294.53016,5,0.798,1,0.468,-13.006,137.908,5,0.53,0.293,500.0,191.0,158.0,92.0,100.0,176.0,43.0,46.0,30.0,44.0,41.0,25.0
1839,1839,classical,Philip Glass,Philip Glass: Undertow,The Kiss: Chris & The Model Airplane,"Baltimore, MD",289.4624,8,0.127,1,0.802,-22.104,104.667,4,1.0,0.194,331.0,56.0,19.0,35.0,49.0,41.0,16.0,6.0,1.0,6.0,0.0,0.0
1840,1840,art song,Herbert Von Karajan,Violin Concerto_ Op.77 Etc.,Variations Sur Un Theme De Haydn Op51,"Salzburg, Austria",1143.03955,10,0.939,1,0.515,-20.536,171.78,5,0.685,0.241,921.0,249.0,186.0,127.0,123.0,270.0,40.0,123.0,100.0,73.0,68.0,8.0
1841,1841,ambient,Stephan Micus,Twilight Fields,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),,519.8624,0,0.004,1,0.29,-22.517,142.158,4,0.677,0.0,973.0,62.0,171.0,76.0,147.0,45.0,8.0,130.0,0.0,37.0,7.0,79.0
1842,1842,0,Pumpkin Buzzard,Perfect Dragon,Gumby Killed the Dinosaur (House Mix),Missouri,137.63873,10,0.416,0,0.451,-5.676,169.771,4,0.0,0.061,429.0,52.0,23.0,2.0,10.0,13.0,17.0,75.0,15.0,76.0,8.0,16.0
1843,1843,0,Edmond Leung,Edmond Leung Collections,Ling Shi Shi Ji Fen,,234.1873,0,0.596,1,0.643,-10.67,113.571,4,0.709,0.407,231.0,56.0,90.0,62.0,55.0,60.0,22.0,50.0,10.0,11.0,2.0,23.0
1844,1844,0,Gabriel Yared,Sylvia,Devon,"Beirut, Lebanon",229.98159,9,0.697,1,0.589,-19.64,111.577,3,0.824,2.815,203.0,44.0,38.0,23.0,13.0,21.0,9.0,21.0,2.0,9.0,1.0,4.0
1845,1845,classical,Herbert Von Karajan,Karajan & L'Opera,Si Mi Chiamano Mimila Boheme Act1 Remast,"Salzburg, Austria",288.41751,9,0.425,1,0.424,-22.384,75.416,5,0.587,3.692,398.0,207.0,59.0,30.0,35.0,20.0,14.0,21.0,26.0,18.0,11.0,33.0
1846,1846,0,Sister Hazel,This Kind Of Love,This Kind Of Love (Full Band),"Gainesville, FL",230.37342,2,1.0,1,0.92,-12.283,139.841,4,0.515,1.216,321.0,49.0,63.0,20.0,22.0,38.0,6.0,43.0,11.0,11.0,2.0,1.0
1847,1847,blues rock,Wolfmother,White Feather,White Feather,"Sydney, Australia",316.21179,4,0.006,1,0.267,-6.183,110.441,4,0.978,0.705,438.0,117.0,127.0,140.0,64.0,119.0,21.0,54.0,66.0,31.0,37.0,9.0
1848,1848,0,Janice Robinson,Dreamer 'Remixed',Dreamer (Jamie J Sanchez Club Mix),"Garfield, NJ",459.33669,7,0.634,1,0.614,-6.99,84.655,3,1.0,0.165,648.0,243.0,137.0,55.0,158.0,128.0,701.0,162.0,34.0,55.0,142.0,29.0
1849,1849,0,The Aftermath,Degenerate Fuck Crew,Might As Well Laugh,"Bogotá D. C., Colombia",118.30812,8,0.369,0,0.513,-10.386,166.648,4,0.0,0.16,109.0,65.0,28.0,33.0,47.0,38.0,38.0,44.0,13.0,9.0,13.0,11.0
1850,1850,alternative rock,Coldplay,In My Place,One I Love,,274.41587,2,0.194,1,0.482,-7.446,134.027,4,0.135,0.322,374.0,22.0,36.0,19.0,60.0,118.0,10.0,40.0,5.0,51.0,1.0,2.0
1851,1851,0,ZO2,Ain't It Beautiful,Isolate,NY - New York City,276.4273,7,0.083,1,0.303,-4.098,150.715,4,0.722,0.357,160.0,43.0,123.0,71.0,57.0,50.0,23.0,39.0,14.0,27.0,20.0,42.0
1852,1852,glam,Wednesday 13's Frankenstein Drag Queens From Planet 13,Viva Las Violence,Bark At The Moon (Album Version),,239.20281,0,0.595,1,0.63,-3.587,149.551,1,0.0,2.038,221.0,18.0,26.0,11.0,30.0,36.0,10.0,53.0,1.0,5.0,6.0,44.0
1853,1853,alternative rock,Ed Byrne,Ed Byrne - Pedantic and Whimsical,Who's Your Daddy?,,330.63138,7,0.354,1,0.434,-8.366,77.99,4,0.618,2.949,169.0,250.0,198.0,131.0,124.0,108.0,82.0,73.0,51.0,59.0,54.0,32.0
1854,1854,hard rock,Every Time I Die,Last Night In Town,California_ Gracefully,"Buffalo, New York",171.59791,9,0.538,1,0.346,-4.029,93.458,1,0.0,0.0,90.0,69.0,49.0,21.0,21.0,23.0,27.0,58.0,35.0,40.0,12.0,12.0
1855,1855,experimental,Andrew W.K.,Close Calls With Brick Walls / Mother of Mankind,Don't Call Me Andy,New York NY,165.51138,2,0.0,1,0.0,-3.378,120.153,4,0.0,0.343,135.0,80.0,64.0,30.0,15.0,32.0,14.0,30.0,38.0,11.0,13.0,4.0
1856,1856,gangsta rap,Onyx,The History Of House Parties_ vol. 3,The Force,,317.46567,11,0.161,1,0.565,-12.908,85.541,5,1.0,0.0,384.0,158.0,109.0,189.0,227.0,169.0,105.0,112.0,18.0,38.0,52.0,31.0
1857,1857,reggae,Burning Spear,Dry & Heavy,It's A Long Way Around,NY - Long Island,185.5473,0,0.495,1,0.493,-19.633,122.376,4,0.0,0.531,165.0,108.0,140.0,69.0,75.0,47.0,20.0,40.0,35.0,52.0,19.0,11.0
1858,1858,blues,Methods Of Mayhem / Scott Kirkland,Methods Of Mayhem,Narcotic,,199.31383,1,0.222,1,0.275,-3.246,116.04,4,0.899,0.0,242.0,226.0,99.0,78.0,44.0,56.0,56.0,45.0,52.0,86.0,35.0,17.0
1859,1859,ambient,Lisa Lynne,Maiden's Prayer,Still I Will,California - LA,261.95546,9,0.771,0,0.693,-9.559,106.009,4,0.729,0.188,418.0,25.0,130.0,42.0,30.0,122.0,6.0,44.0,3.0,22.0,0.0,18.0
1860,1860,0,The Sun Harbor's Chorus-Documentary Recordings,America's bugle calls,Taps,,59.32363,10,0.031,1,0.21,-25.678,36.151,1,0.0,0.411,36.0,19.0,2.0,0.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0
1861,1861,glam rock,Bryan Ferry,These Foolish Things,Don't Worry Baby (1999 Digital Remaster),"Washington, England",253.12608,4,0.223,1,0.315,-8.662,116.36,4,0.863,0.194,402.0,57.0,67.0,28.0,23.0,107.0,13.0,43.0,10.0,12.0,7.0,29.0
1862,1862,jazz,Maysa,Maysa,Ouça,,180.87138,9,0.429,1,0.4,-10.919,103.172,4,0.03,0.0,178.0,41.0,55.0,34.0,24.0,54.0,13.0,26.0,13.0,15.0,14.0,14.0
1863,1863,rock,BLEED THE SKY,Murder The Dance,Kettle Black,"Orange County, CA",202.91873,1,0.033,0,0.347,-5.992,116.064,4,0.247,0.0,135.0,89.0,45.0,49.0,38.0,95.0,68.0,8.0,8.0,8.0,12.0,18.0
1864,1864,reggae,Fred Locks,Never Give Up,Mama Don't Know Love,,242.38975,0,0.451,1,0.566,-6.924,151.537,4,0.143,0.154,231.0,163.0,84.0,82.0,54.0,39.0,47.0,98.0,24.0,42.0,52.0,21.0
1865,1865,0,Ragheb Alama,Ya Hayati,Al'amadalah Assa'bah (2004 Digital Remaster),,319.37261,7,0.032,1,0.232,-9.13,151.956,4,0.404,0.0,469.0,257.0,201.0,107.0,39.0,67.0,47.0,122.0,55.0,38.0,45.0,20.0
1866,1866,ballad,Sasha,Turn It Into Something Special,Turn It Into Something Special (Svengali's remix für Elisa),"Mexico City, Mexico",265.84771,9,0.691,1,0.642,-9.532,155.996,4,0.575,0.0,526.0,115.0,63.0,24.0,28.0,70.0,0.0,87.0,59.0,22.0,5.0,9.0
1867,1867,celtic,Dolores Keane,Celtic Woman 3,Storm In My Heart,,272.5873,5,0.748,1,0.6,-12.577,149.619,3,0.491,0.495,372.0,24.0,84.0,35.0,42.0,104.0,3.0,36.0,9.0,41.0,15.0,5.0
1868,1868,0,Lauren Wagner & Fred Weldy,American Song Recital: Works of Bernstein_ Hundley_ Bowles...,Social Note,,51.12118,2,0.178,0,0.529,-26.356,72.724,4,0.592,0.43,45.0,30.0,16.0,12.0,12.0,12.0,2.0,3.0,0.0,5.0,0.0,1.0
1869,1869,0,Mr. Sancho,Foreplay,I'm callin,,182.22975,0,0.502,1,0.536,-8.666,100.032,4,1.0,0.0,169.0,100.0,91.0,73.0,88.0,40.0,38.0,55.0,14.0,36.0,14.0,37.0
1870,1870,mathcore,Tony Danza Tap Dance Extravaganza_ The,The Tony Danza Tap Dance Extravaganza,Cliff Burton Surprise,,198.66077,8,0.0,1,0.0,-8.202,139.872,4,0.911,0.392,142.0,152.0,45.0,32.0,9.0,10.0,34.0,42.0,64.0,64.0,33.0,9.0
1871,1871,hard rock,Hurricane,Over The Edge,I'm On To You,Kansas,236.042,8,0.864,1,0.6,-4.618,110.177,4,0.131,0.185,349.0,67.0,98.0,51.0,24.0,45.0,11.0,40.0,12.0,18.0,17.0,1.0
1872,1872,country,Adolph Hofner,South Texas Swing,How I Miss You Tonight,"Moulton, TX",135.07873,7,0.676,1,0.607,-18.169,118.472,4,0.497,0.241,151.0,55.0,60.0,56.0,52.0,61.0,29.0,17.0,7.0,17.0,3.0,3.0
1873,1873,0,Suicide,Decade of Suicide/10 years after beginning,Shadows of the thought,"New York, NY",321.30567,0,0.522,0,0.565,-5.75,144.94,4,0.0,0.485,507.0,56.0,25.0,47.0,12.0,75.0,15.0,56.0,41.0,12.0,9.0,1.0
1874,1874,electro,Alex Gopher,Aurora_ Vol.2 - EP,Aurora (Rory's Cassette Jam Remix),,396.87791,9,0.781,1,0.406,-7.83,127.902,4,0.034,7.883,259.0,79.0,104.0,85.0,98.0,123.0,81.0,320.0,6.0,49.0,128.0,16.0
1875,1875,oi,Cockney Rejects,Unforgiven,Big Time Charlie,England,182.25587,2,0.582,1,0.589,-3.132,84.59,4,0.0,0.485,221.0,73.0,48.0,18.0,14.0,35.0,25.0,55.0,34.0,36.0,13.0,6.0
1876,1876,pop,Wayne Watson,Living Room,Somebody Sing,"Wisner, LA",228.49261,1,0.351,1,0.735,-7.831,125.908,4,0.469,7.036,347.0,65.0,62.0,24.0,35.0,58.0,18.0,75.0,13.0,58.0,11.0,2.0
1877,1877,electronic,D.O.W.N.,Southern Slang (Chopped & Screwed),Hustlin',,312.39791,1,0.707,1,0.647,-8.987,117.263,4,0.168,0.0,410.0,218.0,96.0,48.0,34.0,11.0,28.0,116.0,25.0,8.0,18.0,28.0
1878,1878,comedy,SOL,Sol,Puedes ser feliz,Los Angeles California USA,251.79383,0,0.542,1,0.583,-6.364,62.076,4,0.533,0.0,270.0,61.0,76.0,28.0,54.0,51.0,17.0,52.0,6.0,17.0,3.0,7.0
1879,1879,jazz,Philip Bailey,Soul On Jazz,Sometime Ago,"Denver, CO",227.47383,8,0.343,1,0.461,-7.884,109.963,4,1.0,0.183,372.0,185.0,93.0,85.0,36.0,68.0,32.0,72.0,43.0,61.0,177.0,17.0
1880,1880,rock,Lee Michaels,Live,My Lady,"Los Angeles, CA",249.80853,5,0.9,1,0.767,-15.069,123.474,3,0.534,0.0,323.0,45.0,55.0,39.0,49.0,68.0,20.0,35.0,10.0,13.0,10.0,9.0
1881,1881,boom bap,Mobb Deep,The Infamous,Up North Trip,"Queensbridge, NY",298.00444,6,0.48,0,0.584,-5.16,87.747,4,0.385,2.734,392.0,191.0,58.0,56.0,22.0,190.0,32.0,31.0,28.0,14.0,206.0,128.0
1882,1882,0,The American Boychoir,Lullaby - Music for the Quiet Times,Intermezzo,New Jersey,224.54812,4,0.458,1,0.521,-33.595,87.76,4,0.49,0.317,63.0,25.0,44.0,49.0,29.0,31.0,10.0,36.0,14.0,9.0,8.0,4.0
1883,1883,hip hop,Mr. Lif,Mo' Mega,For You,,327.6273,10,0.584,0,0.457,-7.144,107.32,3,0.995,0.0,449.0,229.0,86.0,88.0,136.0,298.0,95.0,82.0,24.0,40.0,86.0,47.0
1884,1884,0,Felix Slatkin/Concert Arts Symphonic Band,The Military Band - Salute to the Services,El Capitan (1998 Digital Remaster),"St. Louis, MO",138.57914,3,0.688,1,0.59,-16.325,122.774,4,0.0,0.437,114.0,45.0,58.0,43.0,39.0,66.0,11.0,26.0,16.0,1.0,8.0,0.0
1885,1885,0,Shirley Caesar,He's Working It Out For You,Healed (LP Version),"DURHAM, North Carolina",266.03057,1,0.505,1,0.483,-9.116,115.508,4,0.573,0.0,220.0,160.0,133.0,76.0,44.0,85.0,47.0,82.0,56.0,27.0,35.0,19.0
1886,1886,r&b,Cherrelle,The Right Time,Into My Eyes,"Los Angeles, CA",290.82077,8,0.239,0,0.513,-6.222,145.607,4,1.0,0.305,361.0,95.0,84.0,57.0,37.0,49.0,30.0,81.0,26.0,29.0,31.0,18.0
1887,1887,jazz,Jim Chappell,In Search Of The Magic,Almost Us,United States,217.49506,7,0.756,1,0.579,-23.69,86.39,4,0.403,0.374,163.0,10.0,48.0,19.0,26.0,40.0,6.0,28.0,6.0,20.0,11.0,9.0
1888,1888,acoustic rock,Pearl Jam,Lost Dogs,4/20/02,"Seattle, WA",232.35873,7,0.601,1,0.571,-12.246,138.291,7,0.415,0.148,402.0,37.0,66.0,49.0,21.0,37.0,21.0,25.0,1.0,15.0,0.0,0.0
1889,1889,christian rock,Petra,Petraphonics,Don't Let Your Heart Be Hardened (This Means War Album Version),"Fort Wayne, Indiana",222.61506,0,0.581,1,0.453,-11.403,107.531,4,0.44,0.189,294.0,41.0,47.0,28.0,27.0,45.0,2.0,40.0,5.0,14.0,2.0,12.0
1890,1890,choro,Yamandu + Dominguinhos,Yamandu + Dominguinhos,Chorando Baixinho,,276.79302,9,0.544,0,0.197,-16.21,118.239,4,0.709,0.0,275.0,206.0,112.0,112.0,79.0,71.0,36.0,49.0,46.0,48.0,11.0,17.0
1891,1891,blues,The Paul Butterfield Blues Band,Sometimes I Just Feel Like Smilin',Pretty Woman (LP Version),,228.75383,3,0.728,1,0.572,-13.705,77.207,1,0.0,0.189,163.0,152.0,103.0,68.0,40.0,95.0,32.0,42.0,70.0,33.0,7.0,2.0
1892,1892,experimental,Arsonists Get All The Girls,Portals,Violence in Fluid Triceratops,"Santa Cruz, CA",240.92689,1,0.506,1,0.482,-3.424,129.824,3,0.595,0.0,251.0,91.0,96.0,51.0,34.0,62.0,41.0,98.0,42.0,11.0,14.0,12.0
1893,1893,disco,Teena Marie,Ivory,How Can You Resist It,"Santa Monica, CA",328.56771,9,0.585,1,0.599,-11.037,81.947,4,0.624,2.804,401.0,89.0,88.0,45.0,23.0,46.0,14.0,59.0,13.0,47.0,13.0,29.0
1894,1894,soul,Jerry Butler,Spotlight On Jerry Butler,He Will Break Your Heart,"Sunflower, MS",167.18322,11,0.204,1,0.305,-18.341,87.758,1,1.0,1.019,182.0,58.0,37.0,56.0,36.0,72.0,33.0,34.0,22.0,5.0,17.0,7.0
1895,1895,soul,Irma Thomas,I Believe To My Soul,The Same Love That Made Me Laugh  [LP Version],"Ponchatoula, LA",195.36934,0,0.224,1,0.377,-9.675,99.492,1,0.172,0.373,138.0,92.0,157.0,33.0,44.0,69.0,21.0,73.0,19.0,19.0,14.0,7.0
1896,1896,ballad,Sasha,We Can Leave The World,Do It To Me,"Mexico City, Mexico",181.65506,7,0.024,1,0.425,-9.249,116.024,4,0.866,1.622,187.0,126.0,26.0,17.0,53.0,50.0,124.0,69.0,10.0,9.0,11.0,12.0
1897,1897,rock,Hot Wire,Tribute,Like A Prayer (Tribute To Madonna),"Newbury Park, CA",194.66404,6,0.481,0,0.624,-5.485,110.198,4,0.227,0.27,196.0,43.0,44.0,59.0,32.0,53.0,7.0,61.0,23.0,7.0,19.0,10.0
1898,1898,hardcore hip hop,RUN-DMC,Original Album Classics,Faces,,267.59791,10,0.275,0,0.393,-13.306,73.507,5,0.69,0.478,266.0,158.0,124.0,109.0,100.0,78.0,49.0,104.0,47.0,72.0,56.0,15.0
1899,1899,zouk,Patrick Saint-Eloi,Zoukolexion_ vol. 1,Ola ou yé,,314.122,10,0.675,0,0.597,-5.777,130.092,4,1.0,0.183,418.0,208.0,80.0,71.0,117.0,126.0,42.0,50.0,58.0,111.0,122.0,70.0
1900,1900,alternative rock,Avril Lavigne,Under My Skin,How Does It Feel,"Napanee, Ontario, Canada",224.93995,0,0.648,1,0.696,-4.772,118.055,4,0.692,0.194,409.0,24.0,46.0,11.0,38.0,48.0,14.0,38.0,7.0,18.0,0.0,10.0
1901,1901,melodic hardcore,Evergreen Terrace,Losing All Hope Is Freedom,Look Up At The Stars And You're Gone,"Jacksonville, FL",159.4771,7,0.585,1,0.639,-4.732,112.421,1,0.0,1.025,163.0,143.0,68.0,46.0,26.0,27.0,16.0,20.0,33.0,24.0,5.0,0.0
1902,1902,contemporary r&b,James Ingram,Always You,A Baby's Born,"Akron, OH",376.68526,2,0.312,0,0.52,-11.937,76.385,3,0.6,0.0,567.0,78.0,105.0,75.0,38.0,83.0,13.0,65.0,13.0,16.0,53.0,6.0
1903,1903,jazz,Danilo Perez / Claus Ogerman,Across The Crystal Sea,The Saga Of Rita Joe,Panama,459.31057,4,0.566,1,0.542,-14.117,100.394,4,0.0,0.379,768.0,118.0,165.0,127.0,92.0,127.0,45.0,99.0,68.0,40.0,22.0,18.0
1904,1904,alternative rock,Sister Hazel,...Somewhere More Familiar,Cerilene,"Gainesville, FL",332.93016,10,0.914,1,0.76,-8.416,119.461,4,0.96,0.0,515.0,94.0,89.0,60.0,49.0,73.0,10.0,33.0,34.0,62.0,31.0,3.0
1905,1905,0,Solomon,Solomon Vol. 2,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,New York,284.23791,5,0.663,1,0.521,-18.321,95.619,4,0.0,0.229,376.0,111.0,96.0,53.0,83.0,131.0,25.0,27.0,28.0,31.0,56.0,4.0
1906,1906,0,Juan Carlos Baglietto,Actuar Para Vivir,Tiempos Dificiles,,232.61995,10,0.572,1,0.439,-14.511,97.342,3,0.666,0.248,237.0,72.0,72.0,43.0,40.0,47.0,32.0,24.0,25.0,10.0,18.0,4.0
1907,1907,classical,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,Mendelssohn: Piano Concertos Nos.1 & 2 etc,1. Molto allegro con fuoco,,413.1522,7,0.439,0,0.705,-19.852,160.246,1,0.0,10.646,530.0,115.0,103.0,106.0,63.0,91.0,31.0,77.0,38.0,31.0,21.0,12.0
1908,1908,boogie rock,Crabby Appleton,Rhino Hi-Five: Crabby Appleton,Go Back,USA,186.69669,1,0.361,1,0.465,-4.594,89.091,1,0.058,0.0,294.0,88.0,45.0,29.0,35.0,112.0,56.0,47.0,51.0,5.0,9.0,17.0
1909,1909,0,Dave Rave_ Mark McCarron,In the Blue of My Dreams,They Held Hands,CANADA - Ontario,165.61587,6,0.33,0,0.401,-13.711,102.16,4,0.0,0.333,157.0,26.0,74.0,47.0,24.0,26.0,2.0,46.0,9.0,1.0,8.0,2.0
1910,1910,hip hop,Remi Nicole,Rock N Roll - Remix EP,Rock N Roll,,379.37587,10,0.216,0,0.402,-5.39,84.009,1,1.0,0.165,364.0,263.0,92.0,73.0,105.0,108.0,68.0,116.0,69.0,165.0,72.0,217.0
1911,1911,electronic,All Leather,Hung Like A Horse EP,As The Hog Pisseth,,108.38159,2,0.16,1,0.221,-7.107,84.562,1,0.389,0.078,170.0,102.0,14.0,14.0,9.0,15.0,6.0,9.0,5.0,8.0,8.0,2.0
1912,1912,folk rock,Billy Bragg,I Keep Faith,Goodbye (Solo Version),"Barking, Essex, England",180.1922,0,0.452,1,0.558,-17.81,81.256,4,1.0,0.0,242.0,29.0,53.0,27.0,14.0,17.0,0.0,24.0,1.0,12.0,0.0,5.0
1913,1913,blues,Little Milton,Guitar Man,My Way,"Inverness, MS",264.59383,3,0.465,1,0.558,-6.144,76.415,1,0.692,0.34,363.0,56.0,88.0,48.0,17.0,29.0,7.0,41.0,33.0,13.0,29.0,5.0
1914,1914,electronic,Junior Jack,Defected Accapellas Volume 4,E Samba (Accapella),,96.10404,0,0.066,1,0.348,-12.715,106.216,3,0.375,0.0,71.0,0.0,0.0,36.0,0.0,12.0,1.0,24.0,12.0,0.0,0.0,0.0
1915,1915,americana,Johnny Cash,The Original Johnny Cash Volume 1,You Tell Me,"Kingsland, AR",80.03873,1,0.083,1,0.427,-13.136,196.303,4,0.572,2.258,106.0,45.0,50.0,44.0,32.0,31.0,16.0,35.0,9.0,14.0,0.0,0.0
1916,1916,hip hop,Lil Boosie,Bad Azz,I Remember (amended album version),,243.35628,10,0.46,1,0.339,-3.165,171.85,4,0.804,0.0,313.0,231.0,113.0,116.0,103.0,71.0,42.0,64.0,31.0,20.0,64.0,10.0
1917,1917,alternative rock,Candlebox,Into The Sun [Amended],Lover Come Back To Me,"Seattle, WA",283.66322,10,0.46,1,0.484,-7.589,125.994,3,0.609,0.0,246.0,89.0,85.0,39.0,62.0,84.0,27.0,26.0,7.0,17.0,43.0,3.0
1918,1918,southern gospel,Mark Lowry,Some Things Never Change,Jesus Laughing (Some Things Never Change Version),,205.26975,7,0.811,1,0.724,-7.874,143.898,4,0.154,0.468,337.0,40.0,59.0,13.0,27.0,45.0,10.0,78.0,4.0,25.0,2.0,18.0
1919,1919,alternative rock,Dinosaur Jr.,Been There All The Time,Been There All The Time,"Amherst, MA",220.70812,2,0.191,1,0.309,-3.868,253.357,4,0.506,0.136,152.0,68.0,52.0,13.0,12.0,34.0,18.0,88.0,47.0,22.0,19.0,4.0
1920,1920,latin,Marisela,Exitos Con Banda,Loca (a/k/a Crazy) (Version Banda),,162.55955,7,0.462,0,0.462,-5.837,84.283,4,0.196,0.351,150.0,76.0,82.0,60.0,46.0,40.0,27.0,29.0,28.0,20.0,8.0,9.0
1921,1921,0,Wilshire,New Universe,When,"GREENSBORO, North Carolina",181.49832,10,0.556,1,0.279,-4.601,126.179,4,0.384,1.153,192.0,77.0,53.0,14.0,17.0,34.0,15.0,14.0,12.0,8.0,14.0,2.0
1922,1922,0,Lionel Rogg,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,"Geneva, Switzerland",172.38159,2,0.518,0,0.613,-20.848,126.786,1,0.0,2.148,115.0,23.0,41.0,25.0,21.0,15.0,2.0,14.0,4.0,13.0,4.0,1.0
1923,1923,garage rock,The Oh Sees,Thee Oh Sees Sucks Blood,It Killed Mom,,162.37669,5,0.473,0,0.469,-6.111,100.928,4,0.0,0.0,94.0,124.0,43.0,50.0,64.0,50.0,4.0,6.0,0.0,1.0,2.0,0.0
1924,1924,blues,Bob Margolin,In North Carolina,Baby_ Baby_ Baby,"Boston, MA",198.84363,4,0.373,1,0.453,-9.384,79.905,1,0.0,0.0,188.0,67.0,72.0,73.0,45.0,74.0,9.0,57.0,16.0,11.0,6.0,0.0
1925,1925,0,Kitty Kallen,Our Lady... Kitty Kallen,If You Smile At The Sun,"Philadelphia, PA",151.92771,5,0.546,1,0.308,-16.151,86.961,4,0.911,1.135,92.0,81.0,86.0,59.0,30.0,42.0,17.0,26.0,15.0,18.0,6.0,0.0
1926,1926,0,Autonomous Bass Heads,Get Ready Bass,Beat Conductor,,307.722,7,0.812,1,0.47,-6.497,137.963,4,0.0,0.136,367.0,160.0,240.0,243.0,179.0,79.0,87.0,159.0,59.0,30.0,53.0,17.0
1927,1927,alternative rock,Cowboy Mouth,Uh-Oh,Disconnected,,237.60934,9,0.624,1,0.443,-5.88,103.218,4,0.64,0.369,291.0,238.0,51.0,47.0,26.0,64.0,32.0,52.0,86.0,52.0,18.0,13.0
1928,1928,0,Jeff Talmadge,The Spinning of the World,The Hard Part's Letting Go,Georgia,228.62322,2,0.995,1,0.811,-12.174,160.105,1,0.0,0.148,370.0,146.0,44.0,21.0,21.0,86.0,30.0,16.0,7.0,8.0,1.0,0.0
1929,1929,alternative rock,Krystof,Rubikon,Ostravaczech,"Havířov, Česká republika",285.67465,0,0.476,1,0.602,-10.084,130.042,4,0.331,0.125,355.0,74.0,105.0,31.0,76.0,45.0,26.0,63.0,17.0,51.0,11.0,24.0
1930,1930,power pop,Dwight Twilley,The Beatles,Tomorrow Never Knows,"Tulsa, OK",224.54812,7,0.395,1,0.461,-8.812,90.875,4,1.0,5.747,449.0,85.0,26.0,1.0,11.0,5.0,1.0,2.0,0.0,8.0,5.0,11.0
1931,1931,0,Tum Tum,The Return Of O-Tumma,So Fresh,,209.18812,2,0.133,1,0.314,-17.014,66.565,4,0.423,0.0,154.0,200.0,104.0,79.0,78.0,64.0,38.0,54.0,25.0,17.0,27.0,6.0
1932,1932,dub,Johnny Osbourne,Nightfall Showcase,Come ALong,,200.41098,6,0.198,0,0.333,-7.454,135.537,4,0.961,0.223,170.0,170.0,75.0,42.0,58.0,51.0,49.0,27.0,8.0,3.0,0.0,0.0
1933,1933,0,Darko,This Is What The Universe Sounds Like,Danote,GLEN BURNIE,378.67057,7,0.665,1,0.718,-14.175,124.255,4,0.813,0.0,1160.0,219.0,158.0,78.0,78.0,55.0,32.0,167.0,321.0,115.0,285.0,66.0
1934,1934,christian rock,Petra,The Rock Block,Angel Of Light (Never Say Die Album Version),"Fort Wayne, Indiana",262.21669,1,0.0,0,0.107,-6.949,101.004,4,0.368,0.479,255.0,76.0,110.0,79.0,81.0,141.0,42.0,41.0,11.0,30.0,11.0,19.0
1935,1935,punk,Plasmatics,New Hope For The Wretched,Dream Lover,"New York, NY",344.24118,0,0.671,1,0.355,-11.685,125.363,4,0.94,0.09,421.0,174.0,88.0,80.0,84.0,91.0,49.0,80.0,33.0,31.0,13.0,30.0
1936,1936,indie rock,Inspiral Carpets,Devil Hopping,Party In The Sky,"Manchester, England",232.12363,7,0.135,1,0.338,-11.319,187.66,4,0.353,0.253,254.0,88.0,113.0,17.0,18.0,38.0,13.0,40.0,12.0,78.0,26.0,44.0
1937,1937,singer-songwriter,Stern,Stern,Tüflische Plan,Pennsylvania,241.13587,2,0.783,0,0.789,-8.452,139.949,4,0.573,0.328,395.0,99.0,99.0,31.0,24.0,35.0,7.0,58.0,36.0,17.0,12.0,5.0
1938,1938,latin,Yuridia,Habla El Corazon,Regresa A Mi (Unbreak My Heart),,264.54159,0,0.577,1,0.479,-7.918,109.996,4,0.943,0.362,439.0,43.0,59.0,40.0,32.0,59.0,17.0,49.0,10.0,12.0,16.0,2.0
1939,1939,acoustic blues,Furry Lewis,Furry Lewis 1927 - 1929,I Will Turn Your Money Green (Tk. 1),"Greenwood, MS",188.02893,11,0.436,0,0.603,-18.466,104.237,4,0.098,0.378,212.0,169.0,32.0,25.0,40.0,84.0,28.0,10.0,21.0,42.0,41.0,8.0
1940,1940,country,Bryan White,Dreaming Of Christmas,I Can't Wait 'Til Christmas (LP Version),"Lawton, OK",240.90077,0,0.834,1,0.642,-8.278,126.618,4,0.0,3.1,303.0,52.0,53.0,31.0,73.0,45.0,16.0,35.0,12.0,8.0,6.0,12.0
1941,1941,0,Dirty Harry,Henry Street Music Volume 11,The Fortway,Washington,559.75138,11,0.036,0,0.366,-15.303,126.412,4,0.054,1.15,476.0,222.0,139.0,207.0,7.0,93.0,11.0,132.0,246.0,207.0,596.0,63.0
