MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
blues,274.1024,9,0.493,0,0.431,-3.414,91.913,4,1.0,0.38,428.0,198.0,54.0,96.0,81.0,36.0,43.0,82.0,97.0,114.0,48.0,69.0
latin,181.49832,0,0.502,1,0.459,-11.095,114.325,4,0.735,0.127,246.0,129.0,62.0,41.0,35.0,48.0,17.0,50.0,12.0,7.0,6.0,5.0
jazz,479.9473,10,0.863,0,0.823,-6.566,240.263,4,1.0,0.0,685.0,462.0,22.0,79.0,130.0,364.0,43.0,105.0,200.0,206.0,628.0,27.0
east coast hip hop,242.93832,3,0.076,0,0.168,-6.63,93.871,4,1.0,0.071,313.0,202.0,133.0,66.0,65.0,48.0,45.0,75.0,40.0,79.0,84.0,11.0
latin,207.90812,0,0.938,1,0.922,-9.826,91.964,4,0.944,2.113,296.0,55.0,56.0,35.0,33.0,84.0,13.0,58.0,11.0,17.0,8.0,2.0
pop,199.28771,2,0.392,1,0.474,-3.353,141.749,4,0.554,2.212,204.0,48.0,55.0,21.0,22.0,34.0,7.0,46.0,11.0,16.0,5.0,0.0
pop,260.96281,8,0.619,1,0.51,-6.68,129.729,4,0.761,0.143,414.0,30.0,142.0,71.0,14.0,72.0,5.0,66.0,39.0,17.0,15.0,3.0
ambient,377.75628,0,0.495,0,0.524,-6.317,71.758,4,0.85,0.136,337.0,54.0,52.0,29.0,11.0,24.0,15.0,59.0,37.0,7.0,21.0,1.0
hip hop,164.85832,2,0.574,1,0.58,-5.239,58.407,4,0.628,0.0,267.0,171.0,51.0,20.0,17.0,55.0,46.0,23.0,19.0,14.0,3.0,3.0
jazz,285.41342,2,0.344,0,0.482,-16.301,182.261,4,0.295,0.38,233.0,126.0,116.0,81.0,80.0,83.0,46.0,81.0,34.0,40.0,8.0,6.0
latin,208.09098,7,0.884,1,0.766,-5.637,133.994,4,0.34,0.0,255.0,96.0,113.0,48.0,59.0,78.0,20.0,61.0,8.0,16.0,6.0,3.0
alternative rock,163.18649,7,0.205,1,0.305,-5.663,105.453,3,0.79,0.0,73.0,58.0,76.0,30.0,21.0,35.0,19.0,32.0,22.0,36.0,15.0,26.0
rock,285.04771,7,0.726,1,0.706,-11.584,127.686,4,0.397,0.282,382.0,74.0,59.0,32.0,40.0,58.0,19.0,39.0,14.0,24.0,8.0,28.0
hard rock,243.98322,2,0.581,1,0.49,-7.977,141.118,4,0.456,5.445,354.0,37.0,57.0,15.0,45.0,125.0,18.0,101.0,6.0,7.0,2.0,10.0
alternative rock,285.67465,0,0.476,1,0.602,-10.084,130.042,4,0.331,0.125,355.0,74.0,105.0,31.0,76.0,45.0,26.0,63.0,17.0,51.0,11.0,24.0
reggae,192.15628,1,0.876,0,0.804,-9.256,161.721,4,0.297,0.0,134.0,97.0,69.0,73.0,23.0,68.0,42.0,74.0,76.0,20.0,28.0,21.0
gangsta rap,168.75057,9,0.445,1,0.419,-8.91,97.099,4,1.0,0.281,51.0,137.0,87.0,63.0,67.0,49.0,36.0,50.0,44.0,53.0,43.0,15.0
hip hop,227.65669,9,0.481,1,0.394,-13.239,93.728,4,1.0,0.229,357.0,167.0,88.0,93.0,84.0,58.0,38.0,43.0,21.0,13.0,50.0,39.0
alternative metal,268.17261,9,0.758,0,0.643,-5.257,125.019,4,1.0,0.084,312.0,55.0,60.0,26.0,32.0,32.0,3.0,36.0,11.0,30.0,1.0,1.0
hard rock,216.73751,1,0.332,1,0.3,-9.049,171.787,4,0.292,0.247,277.0,101.0,120.0,102.0,106.0,77.0,39.0,28.0,24.0,24.0,42.0,16.0
hip hop,242.15465,4,0.313,0,0.393,-8.702,72.884,4,0.068,0.0,320.0,113.0,151.0,78.0,42.0,84.0,34.0,34.0,15.0,20.0,14.0,61.0
pop,255.39873,7,0.781,1,0.676,-10.285,160.828,4,0.19,0.311,353.0,72.0,94.0,30.0,46.0,83.0,32.0,63.0,18.0,28.0,11.0,13.0
electronic,105.45587,11,0.038,0,0.38,-6.952,86.5,4,1.0,0.0,35.0,35.0,52.0,10.0,11.0,10.0,18.0,15.0,19.0,7.0,7.0,1.0
alternative rock,232.75057,2,0.121,1,0.462,-5.126,128.962,4,0.861,0.0,315.0,241.0,71.0,68.0,46.0,129.0,68.0,15.0,25.0,20.0,10.0,1.0
rock,203.12771,1,0.791,1,0.822,-4.715,125.177,3,1.0,0.0,196.0,87.0,91.0,81.0,25.0,40.0,30.0,53.0,59.0,8.0,23.0,9.0
reggae,274.46812,0,0.123,1,0.24,-8.545,151.726,4,0.49,0.0,352.0,83.0,109.0,53.0,51.0,64.0,24.0,52.0,30.0,44.0,2.0,19.0
electro,233.22077,11,0.362,0,0.434,-4.741,154.998,4,0.869,0.136,258.0,88.0,125.0,96.0,23.0,71.0,31.0,44.0,28.0,13.0,44.0,29.0
ballad,253.07383,10,0.194,0,0.216,-5.529,130.022,4,0.557,0.0,333.0,188.0,135.0,159.0,63.0,68.0,101.0,36.0,111.0,17.0,90.0,2.0
hard rock,335.33342,7,0.685,0,0.628,-16.111,107.592,4,0.735,2.409,318.0,114.0,79.0,58.0,38.0,53.0,25.0,26.0,24.0,21.0,17.0,5.0
disco,218.72281,4,0.738,0,0.52,-5.221,140.097,4,0.705,0.183,351.0,94.0,40.0,85.0,94.0,98.0,49.0,85.0,69.0,48.0,16.0,16.0
blues,170.68363,3,0.269,1,0.235,-6.555,103.859,1,0.373,0.415,115.0,92.0,60.0,84.0,89.0,25.0,15.0,18.0,10.0,2.0,2.0,0.0
dancehall,211.30404,7,0.438,1,0.474,-6.088,125.348,3,1.0,0.0,180.0,158.0,107.0,73.0,42.0,79.0,82.0,51.0,88.0,39.0,19.0,17.0
blues rock,186.69669,7,0.31,1,0.2,-5.872,133.227,1,0.132,0.432,134.0,122.0,59.0,55.0,47.0,66.0,92.0,40.0,15.0,11.0,4.0,2.0
country,151.24853,2,1.0,1,0.904,-10.208,110.076,4,0.766,0.183,135.0,66.0,33.0,32.0,50.0,68.0,35.0,33.0,13.0,7.0,3.0,0.0
alternative metal,270.52363,10,0.15,0,0.297,-7.803,176.066,3,0.592,0.0,242.0,93.0,32.0,35.0,57.0,88.0,15.0,16.0,16.0,27.0,44.0,5.0
contemporary r&b,313.93914,6,0.651,0,0.619,-8.316,101.439,3,0.416,0.438,461.0,89.0,95.0,60.0,23.0,89.0,20.0,54.0,14.0,10.0,18.0,17.0
disco,179.87873,1,0.428,1,0.475,-9.609,174.682,4,0.067,2.02,217.0,101.0,58.0,42.0,45.0,76.0,25.0,37.0,19.0,15.0,33.0,10.0
latin,219.68934,0,0.724,1,0.74,-10.208,93.376,3,0.448,0.078,403.0,27.0,71.0,51.0,51.0,52.0,8.0,71.0,7.0,28.0,3.0,13.0
reggae,198.37342,1,0.284,0,0.364,-16.154,94.303,4,0.438,0.206,250.0,109.0,93.0,79.0,62.0,67.0,25.0,43.0,25.0,35.0,24.0,11.0
pop,168.6722,2,0.591,1,0.59,-12.297,83.529,5,0.705,2.763,97.0,126.0,80.0,91.0,45.0,49.0,25.0,25.0,25.0,25.0,15.0,9.0
rock,182.04689,7,0.142,1,0.392,-7.693,104.307,3,1.0,0.277,196.0,46.0,63.0,43.0,67.0,20.0,26.0,99.0,9.0,31.0,20.0,54.0
folk,169.37751,0,0.753,1,0.65,-16.895,82.585,4,0.129,0.189,141.0,60.0,97.0,41.0,45.0,42.0,10.0,31.0,8.0,18.0,1.0,2.0
contemporary r&b,196.93669,7,0.045,1,0.291,-10.187,120.083,7,1.0,0.0,220.0,79.0,123.0,34.0,37.0,45.0,21.0,58.0,40.0,52.0,8.0,22.0
folk rock,194.35057,7,0.704,1,0.55,-13.047,151.5,4,0.161,0.34,305.0,101.0,58.0,30.0,33.0,64.0,31.0,75.0,20.0,16.0,2.0,6.0
alternative rock,291.7873,11,0.513,0,0.366,-9.467,149.167,4,0.421,0.176,216.0,162.0,127.0,122.0,79.0,54.0,17.0,97.0,15.0,20.0,37.0,19.0
electronic,280.31955,10,0.46,0,0.438,-9.198,109.96,4,0.5,0.433,452.0,91.0,190.0,152.0,85.0,105.0,45.0,84.0,23.0,20.0,17.0,5.0
alternative rock,163.83955,9,0.766,1,0.702,-8.951,131.554,4,0.318,2.264,119.0,84.0,105.0,79.0,53.0,58.0,49.0,91.0,22.0,42.0,15.0,10.0
alternative rock,299.80689,10,0.326,0,0.478,-6.247,178.804,1,0.268,0.113,303.0,78.0,96.0,54.0,49.0,118.0,29.0,47.0,29.0,41.0,37.0,6.0
latin,200.28036,2,0.568,1,0.738,-9.437,84.81,4,0.589,0.415,223.0,72.0,87.0,69.0,29.0,78.0,23.0,37.0,23.0,9.0,8.0,5.0
alternative rock,248.92036,1,0.959,1,0.631,-12.555,131.964,4,0.873,0.264,467.0,83.0,75.0,42.0,37.0,23.0,36.0,163.0,15.0,26.0,19.0,1.0
hip hop,263.00036,10,0.536,0,0.609,-5.113,91.101,4,1.0,0.374,198.0,185.0,149.0,70.0,69.0,29.0,40.0,75.0,46.0,81.0,82.0,39.0
electronic,394.73587,0,1.0,1,0.75,-5.537,185.46,3,1.0,0.0,408.0,195.0,123.0,149.0,210.0,30.0,39.0,105.0,4.0,0.0,0.0,0.0
blues,226.21995,5,0.597,1,0.634,-12.893,86.994,4,0.632,0.0,308.0,67.0,65.0,23.0,26.0,91.0,28.0,47.0,22.0,17.0,11.0,3.0
indie rock,639.42485,1,0.259,0,0.363,-9.324,101.172,4,0.96,0.0,669.0,260.0,274.0,238.0,156.0,282.0,111.0,178.0,208.0,99.0,88.0,99.0
electronic,222.6673,11,0.562,1,0.497,-5.795,113.034,4,1.0,0.305,178.0,115.0,143.0,54.0,61.0,73.0,17.0,93.0,81.0,18.0,15.0,15.0
pop,304.19546,2,0.511,1,0.343,-10.366,114.528,4,0.627,0.17,318.0,81.0,92.0,116.0,65.0,112.0,18.0,56.0,21.0,42.0,31.0,3.0
latin,177.31873,3,0.107,0,0.335,-8.404,99.494,4,0.785,0.0,144.0,89.0,98.0,37.0,47.0,41.0,26.0,37.0,23.0,33.0,42.0,13.0
hard rock,494.21016,7,0.332,1,0.518,-11.017,144.84,5,0.971,0.0,791.0,98.0,322.0,89.0,59.0,172.0,31.0,77.0,59.0,177.0,9.0,33.0
gospel,276.74077,6,1.0,1,0.875,-9.889,85.103,4,0.676,0.264,437.0,37.0,54.0,7.0,11.0,75.0,7.0,39.0,5.0,6.0,7.0,11.0
hip hop,68.49261,7,0.345,1,0.4,-12.919,142.666,4,0.695,0.43,57.0,38.0,20.0,23.0,18.0,15.0,20.0,17.0,7.0,5.0,4.0,7.0
gangsta rap,218.04363,9,0.657,0,0.596,-5.672,73.178,4,0.2,3.129,113.0,155.0,104.0,63.0,79.0,109.0,44.0,17.0,11.0,30.0,43.0,60.0
blues,287.65995,10,0.699,1,0.703,-12.219,133.349,3,0.654,0.136,392.0,53.0,69.0,59.0,40.0,118.0,20.0,50.0,32.0,18.0,32.0,3.0
contemporary r&b,269.81832,9,0.65,1,0.539,-11.136,150.567,4,1.0,0.196,284.0,177.0,114.0,90.0,41.0,42.0,23.0,124.0,69.0,32.0,43.0,16.0
alternative rock,225.67138,4,0.709,1,0.723,-12.637,103.647,4,0.889,0.0,335.0,72.0,53.0,35.0,12.0,39.0,17.0,70.0,26.0,2.0,16.0,2.0
pop,277.7073,7,0.638,0,0.49,-8.498,100.095,4,1.0,0.154,337.0,131.0,101.0,75.0,70.0,51.0,28.0,70.0,30.0,17.0,15.0,7.0
hip hop,234.762,5,0.172,1,0.026,-6.019,188.886,4,1.0,0.101,296.0,159.0,97.0,42.0,56.0,80.0,148.0,98.0,21.0,49.0,39.0,3.0
alternative rock,121.91302,6,0.763,1,0.52,-11.534,102.769,4,1.0,0.38,215.0,36.0,30.0,21.0,13.0,8.0,7.0,9.0,3.0,1.0,0.0,0.0
alternative hip hop,249.93914,1,0.857,1,0.583,-7.033,171.918,4,1.0,0.0,152.0,191.0,99.0,97.0,168.0,129.0,128.0,24.0,34.0,23.0,34.0,4.0
ambient,239.17669,9,0.708,0,0.741,-15.188,229.049,5,0.733,2.206,194.0,11.0,39.0,14.0,18.0,31.0,0.0,14.0,1.0,31.0,0.0,2.0
classic rock,190.32771,5,0.912,1,0.768,-13.374,86.8,4,0.85,0.154,313.0,34.0,56.0,23.0,13.0,72.0,12.0,88.0,10.0,22.0,21.0,1.0
jazz,331.07546,10,0.486,0,0.611,-15.624,105.535,4,0.765,0.131,540.0,91.0,58.0,40.0,106.0,207.0,14.0,9.0,14.0,14.0,9.0,0.0
pop,220.42077,9,0.607,1,0.59,-2.588,150.23,4,0.347,0.0,337.0,81.0,32.0,22.0,23.0,43.0,25.0,29.0,30.0,12.0,8.0,2.0
country,147.82649,0,0.732,1,0.594,-15.965,168.879,4,0.736,0.0,86.0,63.0,66.0,60.0,51.0,57.0,34.0,52.0,12.0,31.0,9.0,4.0
alternative rock,230.05995,7,0.163,1,0.554,-7.837,91.973,4,0.79,2.902,231.0,48.0,65.0,9.0,17.0,14.0,8.0,41.0,4.0,43.0,8.0,24.0
hip hop,180.55791,9,0.207,1,0.436,-7.468,100.05,4,1.0,0.101,127.0,148.0,89.0,103.0,54.0,46.0,43.0,24.0,41.0,23.0,10.0,2.0
black metal,258.35057,4,0.016,0,0.589,-11.164,116.171,7,0.9,0.461,353.0,40.0,18.0,11.0,15.0,18.0,9.0,27.0,5.0,4.0,0.0,0.0
pop,203.49342,2,0.651,0,0.643,-9.05,129.915,4,0.841,0.252,261.0,77.0,55.0,37.0,39.0,88.0,8.0,31.0,7.0,15.0,7.0,0.0
dancehall,207.56853,6,0.346,0,0.44,-9.01,105.671,4,0.143,2.897,254.0,168.0,54.0,46.0,71.0,107.0,42.0,31.0,45.0,27.0,29.0,6.0
ambient,173.45261,4,0.458,0,0.441,-30.712,81.623,5,0.718,2.043,111.0,10.0,32.0,16.0,13.0,20.0,2.0,20.0,3.0,6.0,3.0,0.0
alternative rock,282.5922,2,0.56,1,0.782,-18.054,99.379,4,0.592,0.0,247.0,38.0,79.0,46.0,103.0,66.0,7.0,54.0,13.0,18.0,10.0,6.0
alternative rock,276.68853,0,0.397,1,0.405,-5.098,84.595,5,0.521,0.243,442.0,141.0,67.0,163.0,28.0,24.0,11.0,44.0,8.0,43.0,13.0,3.0
alternative metal,278.02077,10,0.527,0,0.465,-5.914,133.985,4,0.896,0.0,263.0,113.0,66.0,26.0,43.0,119.0,36.0,36.0,29.0,43.0,29.0,1.0
pop,223.97342,4,0.5,0,0.479,-8.22,118.041,5,0.843,0.0,350.0,42.0,60.0,75.0,38.0,36.0,11.0,91.0,11.0,29.0,14.0,13.0
alternative rock,332.93016,10,0.914,1,0.76,-8.416,119.461,4,0.96,0.0,515.0,94.0,89.0,60.0,49.0,73.0,10.0,33.0,34.0,62.0,31.0,3.0
blues,180.87138,10,0.484,1,0.494,-9.517,147.633,4,1.0,0.16,125.0,132.0,92.0,73.0,39.0,39.0,31.0,20.0,33.0,10.0,15.0,0.0
alternative rock,209.00526,7,0.058,1,0.132,-5.945,153.785,3,0.531,0.0,195.0,61.0,44.0,22.0,17.0,31.0,19.0,40.0,31.0,21.0,19.0,29.0
indie rock,240.22159,0,0.508,1,0.589,-5.08,124.031,4,0.677,0.0,459.0,35.0,82.0,19.0,33.0,80.0,6.0,25.0,1.0,9.0,0.0,21.0
hard rock,278.12526,1,0.633,1,0.634,-7.352,119.423,4,1.0,0.0,323.0,68.0,63.0,43.0,24.0,84.0,12.0,165.0,18.0,32.0,53.0,12.0
ballad,275.69587,6,0.75,1,0.508,-6.518,80.979,4,0.388,1.46,293.0,89.0,90.0,51.0,42.0,73.0,23.0,56.0,28.0,27.0,25.0,12.0
classical,268.53832,9,0.597,0,0.609,-7.402,96.236,3,0.781,0.166,304.0,93.0,91.0,45.0,48.0,68.0,11.0,44.0,12.0,29.0,9.0,21.0
classical,192.20853,5,0.352,0,0.49,-6.924,120.938,4,1.0,0.0,415.0,83.0,157.0,49.0,76.0,63.0,68.0,28.0,37.0,34.0,73.0,25.0
country,193.01832,2,0.867,1,0.797,-18.612,113.384,4,0.287,0.0,229.0,28.0,60.0,17.0,48.0,66.0,6.0,68.0,13.0,11.0,9.0,0.0
jazz,238.28853,2,0.873,1,0.73,-11.4,138.732,5,0.86,2.165,298.0,127.0,109.0,61.0,47.0,117.0,52.0,43.0,39.0,12.0,9.0,2.0
disco,420.62322,10,0.726,1,0.442,-9.514,200.039,3,0.615,0.0,566.0,245.0,216.0,95.0,105.0,108.0,48.0,102.0,74.0,99.0,57.0,10.0
folk rock,225.43628,7,0.094,1,0.418,-7.372,84.373,5,0.822,0.45,452.0,118.0,67.0,21.0,42.0,22.0,14.0,48.0,10.0,34.0,14.0,15.0
downtempo,163.91791,11,0.86,0,0.695,-6.028,119.2,4,0.803,0.189,242.0,27.0,39.0,22.0,6.0,58.0,0.0,45.0,6.0,1.0,2.0,0.0
rock,210.1024,8,0.153,0,0.212,-7.148,122.186,4,0.61,0.0,178.0,131.0,103.0,74.0,35.0,41.0,24.0,54.0,36.0,64.0,35.0,11.0
hip hop,324.07465,8,0.257,1,0.383,-9.423,160.02,4,1.0,0.0,328.0,194.0,45.0,34.0,18.0,114.0,95.0,167.0,53.0,33.0,25.0,14.0
pop,301.21751,9,0.689,1,0.579,-5.308,131.568,4,1.0,0.345,418.0,110.0,83.0,76.0,28.0,71.0,11.0,50.0,62.0,7.0,12.0,7.0
gospel,621.7922,1,0.676,1,1.0,-7.087,111.417,5,1.0,0.0,889.0,169.0,142.0,79.0,61.0,93.0,38.0,116.0,48.0,34.0,46.0,45.0
blues,293.69424,0,0.305,1,0.484,-11.494,69.457,1,0.957,0.357,514.0,32.0,87.0,14.0,44.0,85.0,22.0,21.0,5.0,21.0,2.0,9.0
punk,304.84853,9,0.271,1,0.427,-7.486,129.699,4,0.333,0.0,352.0,93.0,41.0,102.0,24.0,138.0,8.0,71.0,76.0,22.0,5.0,0.0
electronic,206.75873,3,0.555,0,0.501,-6.704,130.008,4,0.495,0.131,330.0,166.0,123.0,65.0,35.0,24.0,32.0,43.0,92.0,55.0,58.0,36.0
classical,102.68689,2,0.688,0,0.691,-14.447,111.643,4,0.4,0.0,104.0,74.0,24.0,23.0,18.0,14.0,9.0,26.0,7.0,6.0,5.0,4.0
pop,126.53669,5,0.527,1,0.51,-8.515,92.591,4,0.673,3.46,83.0,71.0,46.0,26.0,89.0,64.0,9.0,20.0,19.0,30.0,14.0,12.0
contemporary christian,247.14404,9,0.418,1,0.542,-7.914,149.978,4,0.177,0.0,260.0,56.0,90.0,56.0,48.0,66.0,18.0,45.0,22.0,10.0,31.0,12.0
country,174.18404,0,0.285,1,0.64,-13.353,93.03,4,0.806,0.246,239.0,48.0,37.0,42.0,45.0,62.0,17.0,30.0,22.0,5.0,7.0,4.0
blues rock,280.11057,5,0.397,1,0.376,-8.882,154.548,4,0.734,0.165,257.0,142.0,112.0,91.0,76.0,80.0,49.0,56.0,14.0,37.0,44.0,10.0
blues,333.37424,5,0.68,0,0.547,-9.888,89.015,3,1.0,0.56,548.0,110.0,85.0,67.0,56.0,40.0,31.0,22.0,26.0,18.0,19.0,5.0
punk,286.9024,11,0.701,1,0.511,-4.907,119.38,4,0.71,4.818,240.0,104.0,64.0,42.0,47.0,75.0,29.0,44.0,58.0,42.0,43.0,34.0
alternative metal,229.61587,7,0.034,0,0.455,-3.782,92.099,4,0.855,0.316,177.0,108.0,84.0,59.0,38.0,48.0,21.0,15.0,25.0,16.0,2.0,0.0
country,151.69261,3,0.269,1,0.42,-14.928,109.657,1,0.243,0.0,90.0,52.0,77.0,104.0,48.0,38.0,21.0,60.0,25.0,5.0,30.0,5.0
gospel,206.96771,8,0.495,1,0.696,-22.504,134.279,7,0.813,0.0,103.0,10.0,52.0,44.0,14.0,26.0,2.0,30.0,9.0,3.0,5.0,0.0
reggae,237.45261,10,0.542,1,0.521,-13.486,158.57,4,0.733,5.317,251.0,131.0,116.0,96.0,47.0,96.0,21.0,40.0,40.0,49.0,60.0,4.0
pop,298.89261,0,0.618,1,0.713,-6.375,119.903,4,0.682,0.647,308.0,48.0,178.0,75.0,64.0,171.0,17.0,120.0,14.0,73.0,7.0,25.0
alternative rock,157.12608,4,0.419,1,0.403,-8.663,146.851,4,0.586,0.396,97.0,106.0,67.0,91.0,73.0,46.0,29.0,24.0,14.0,3.0,6.0,4.0
ballad,229.32853,4,1.0,1,0.747,-7.973,99.984,4,0.791,2.392,275.0,96.0,57.0,71.0,72.0,56.0,44.0,48.0,86.0,47.0,32.0,100.0
folk,209.94567,3,0.902,0,0.67,-8.318,99.98,4,0.687,2.235,254.0,97.0,148.0,92.0,23.0,100.0,20.0,42.0,57.0,14.0,18.0,4.0
latin,213.68118,2,0.746,1,0.56,-4.316,72.91,4,0.571,0.0,168.0,116.0,88.0,71.0,43.0,63.0,10.0,23.0,46.0,18.0,15.0,11.0
ambient,326.922,9,0.045,1,0.262,-7.272,104.98,4,0.742,5.05,147.0,216.0,123.0,223.0,142.0,31.0,92.0,97.0,129.0,71.0,153.0,43.0
hip hop,354.16771,1,0.47,0,0.481,-10.069,130.103,4,0.931,0.0,394.0,315.0,176.0,145.0,79.0,58.0,51.0,87.0,60.0,62.0,26.0,82.0
punk,241.99791,0,0.543,1,0.49,-16.531,161.172,4,0.951,0.0,286.0,125.0,118.0,58.0,72.0,21.0,18.0,25.0,10.0,13.0,3.0,6.0
jazz,272.09098,10,0.276,0,0.251,-13.331,105.509,4,1.0,0.0,303.0,195.0,188.0,79.0,111.0,118.0,31.0,90.0,22.0,45.0,18.0,4.0
hip hop,240.22159,6,0.567,0,0.57,-5.663,160.018,4,0.804,0.0,183.0,142.0,62.0,166.0,154.0,112.0,61.0,148.0,44.0,27.0,57.0,3.0
gospel,189.07383,1,0.491,1,0.549,-8.885,90.033,4,1.0,0.148,227.0,60.0,75.0,27.0,37.0,45.0,10.0,63.0,16.0,6.0,16.0,8.0
blues,668.62975,9,0.631,1,0.461,-11.403,86.702,1,0.342,0.142,563.0,291.0,292.0,205.0,114.0,101.0,98.0,85.0,65.0,63.0,18.0,7.0
east coast hip hop,244.32281,1,0.216,1,0.292,-15.55,95.301,4,0.889,0.0,236.0,235.0,109.0,74.0,92.0,105.0,97.0,69.0,48.0,38.0,37.0,27.0
ambient,295.94077,2,0.19,1,0.191,-8.637,120.954,4,0.669,0.229,591.0,399.0,157.0,184.0,43.0,103.0,80.0,42.0,83.0,74.0,31.0,5.0
easy listening,170.81424,11,0.758,1,0.761,-15.383,100.366,3,1.0,0.636,175.0,6.0,30.0,15.0,4.0,72.0,3.0,9.0,3.0,0.0,12.0,0.0
country,192.62649,0,0.153,1,0.506,-6.782,165.763,4,0.141,0.316,300.0,37.0,31.0,20.0,23.0,35.0,39.0,77.0,4.0,13.0,11.0,9.0
electronic,201.24689,2,0.117,1,0.299,-7.174,137.54,5,0.731,0.0,236.0,108.0,26.0,28.0,22.0,37.0,33.0,62.0,39.0,11.0,5.0,12.0
hip hop,209.6322,1,0.486,1,0.284,-8.745,113.312,3,0.683,0.0,339.0,158.0,72.0,40.0,48.0,62.0,70.0,75.0,68.0,20.0,32.0,11.0
electronic,327.78404,6,0.073,1,0.41,-10.232,121.102,4,1.0,0.363,209.0,156.0,213.0,534.0,31.0,161.0,34.0,103.0,92.0,16.0,48.0,24.0
jazz,301.66159,7,0.495,1,0.514,-9.417,97.817,7,1.0,0.0,460.0,119.0,109.0,73.0,92.0,123.0,72.0,229.0,61.0,73.0,23.0,11.0
electronic,260.98893,1,0.843,1,0.666,-5.445,131.981,4,0.579,5.445,445.0,38.0,151.0,39.0,31.0,72.0,4.0,64.0,26.0,19.0,13.0,10.0
heavy metal,96.10404,0,1.0,0,0.802,-3.973,200.289,1,0.936,0.0,51.0,55.0,28.0,11.0,10.0,12.0,17.0,27.0,11.0,2.0,1.0,0.0
blues,211.17342,5,0.27,1,0.319,-14.259,113.151,3,1.0,2.508,163.0,75.0,74.0,69.0,31.0,41.0,22.0,44.0,17.0,26.0,23.0,11.0
hard rock,253.75302,9,0.095,0,0.267,-6.288,113.141,3,0.378,8.179,388.0,53.0,55.0,56.0,32.0,84.0,19.0,44.0,9.0,4.0,8.0,10.0
rock,121.96526,3,0.477,1,0.525,-11.013,185.255,4,0.012,4.917,59.0,49.0,24.0,79.0,43.0,65.0,9.0,13.0,53.0,16.0,1.0,1.0
electronic,465.60608,1,0.533,1,0.598,-5.533,134.014,4,0.109,0.409,536.0,199.0,115.0,92.0,60.0,447.0,107.0,238.0,453.0,48.0,25.0,9.0
latin,249.23383,11,0.356,1,0.557,-7.622,215.595,3,0.165,0.168,229.0,98.0,154.0,123.0,43.0,115.0,43.0,88.0,54.0,28.0,64.0,21.0
pop,192.46975,2,0.497,1,0.591,-6.533,81.986,4,0.824,0.264,191.0,52.0,95.0,33.0,20.0,52.0,9.0,54.0,32.0,17.0,5.0,17.0
hip hop,281.33832,6,0.802,1,0.655,-8.762,83.856,3,1.0,0.0,248.0,220.0,125.0,68.0,108.0,127.0,120.0,62.0,40.0,43.0,51.0,14.0
pop,192.26077,11,0.436,0,0.508,-8.228,155.049,4,0.272,2.067,250.0,90.0,89.0,51.0,43.0,82.0,24.0,57.0,57.0,26.0,16.0,11.0
hip hop,257.25342,8,0.381,1,0.414,-5.191,97.454,4,1.0,0.078,397.0,161.0,35.0,69.0,52.0,60.0,108.0,102.0,26.0,27.0,46.0,33.0
pop,330.1873,0,0.828,1,0.724,-10.454,176.02,4,0.677,0.0,438.0,80.0,45.0,21.0,101.0,101.0,15.0,65.0,5.0,24.0,6.0,43.0
black metal,186.56608,2,0.257,1,0.304,-3.086,83.108,5,0.422,0.0,108.0,86.0,31.0,33.0,18.0,28.0,41.0,44.0,19.0,5.0,4.0,4.0
jazz,276.40118,8,0.347,1,0.399,-9.75,168.069,4,0.707,0.165,452.0,135.0,118.0,96.0,32.0,92.0,32.0,37.0,22.0,17.0,24.0,33.0
contemporary christian,131.10812,2,0.855,1,0.768,-15.001,91.523,4,0.537,2.711,84.0,21.0,55.0,21.0,13.0,19.0,4.0,30.0,8.0,11.0,9.0,2.0
blues,243.66975,5,0.004,1,0.252,-5.955,92.471,3,0.619,0.0,333.0,115.0,79.0,34.0,51.0,47.0,15.0,19.0,12.0,30.0,19.0,25.0
gangsta rap,205.58322,7,0.025,0,0.312,-6.998,181.115,4,0.701,0.0,136.0,147.0,133.0,97.0,52.0,96.0,71.0,28.0,35.0,62.0,32.0,68.0
hip hop,232.82893,10,0.732,1,0.609,-6.051,102.889,4,0.185,0.16,252.0,217.0,109.0,132.0,53.0,70.0,37.0,33.0,43.0,32.0,48.0,45.0
electronic,188.94322,7,0.698,1,0.715,-7.549,99.077,4,1.0,0.0,274.0,23.0,21.0,51.0,55.0,41.0,7.0,77.0,6.0,12.0,3.0,9.0
electronic,208.50893,2,0.914,0,0.767,-9.405,89.021,4,0.03,0.212,273.0,139.0,85.0,57.0,62.0,72.0,33.0,93.0,38.0,33.0,6.0,0.0
electro,235.07546,7,0.084,1,0.487,-8.253,135.426,4,0.701,1.112,211.0,194.0,106.0,41.0,115.0,29.0,10.0,44.0,56.0,59.0,7.0,19.0
hip hop,226.32444,10,0.268,0,0.374,-7.958,146.971,5,0.7,0.0,284.0,211.0,117.0,111.0,61.0,39.0,39.0,41.0,50.0,29.0,64.0,101.0
